店铺名	订单号	会员名称	店铺所在地	消费金额	菜品名称	菜品单价	消费数量（单个菜品）	菜品成本	菜品类别	菜品口味	点餐时间
私房小站（天河分店）	20160810555	苗远清	广州	912	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-10 18:01:02
私房小站（越秀分店）	20160810764	范曜纲	广州	830	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-10 19:45:21
私房小站（天河分店）	20160810737	胡梦桐	广州	708	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-10 19:59:37
私房小站（福田分店）	20160813805	王锦鹏	深圳	789	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-13 11:50:09
私房小站（天河分店）	20160813891	冯颖	广州	715	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-13 13:46:52
私房小站（番禺分店）	20160813579	国诗婷	广州	930	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-13 21:09:39
私房小站（天河分店）	20160814379	徐珂	广州	604	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-14 12:41:24
私房小站（珠海分店）	20160815648	陈力	珠海	807	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-15 18:36:52
私房小站（禅城分店）	20160815743	屈贤	佛山	1214	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-15 21:16:38
私房小站（福田分店）	20160815766	艾文茜	深圳	702	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-15 21:38:40
私房小站（盐田分店）	20160817404	孙铎洫	深圳	788	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-17 14:03:47
私房小站（福田分店）	20160817513	张大鹏	深圳	784	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-17 18:35:53
私房小站（番禺分店）	20160817653	张平	广州	598	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-17 21:32:17
私房小站（禅城分店）	20160818725	孙哲瀚	佛山	506	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-18 20:00:20
私房小站（福田分店）	20160819380	高鑫源	深圳	763	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-19 13:26:26
私房小站（福田分店）	20160819602	覃阳志	深圳	644	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-19 17:21:20
私房小站（盐田分店）	20160819605	范鸾杉	深圳	843	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-19 20:03:51
私房小站（番禺分店）	20160819526	李俊	广州	380	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-19 20:49:48
私房小站（福田分店）	20160819612	王潘潘	深圳	723	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-19 21:12:36
私房小站（番禺分店）	20160819621	王柯萌	广州	752	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-19 21:20:13
私房小站（番禺分店）	20160820900	孙翌皓	广州	632	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-20 11:31:49
私房小站（珠海分店）	20160821908	郑景明	珠海	655	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-21 20:44:08
私房小站（福田分店）	20160822665	关庭	深圳	677	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-22 17:50:40
私房小站（越秀分店）	20160822767	方伟	广州	473	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-22 18:31:37
私房小站（天河分店）	20160824733	习有汐	广州	800	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-24 20:11:23
私房小站（番禺分店）	20160825385	赵倩	广州	1253	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-25 11:15:48
私房小站（越秀分店）	20160825679	张记宝	广州	1064	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-25 17:07:33
私房小站（天河分店）	20160827752	魏焱	广州	1055	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-27 21:43:06
私房小站（番禺分店）	20160828907	蓝娜	广州	781	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-28 19:07:37
私房小站（越秀分店）	20160828561	袁祯启	广州	1144	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-28 19:32:34
私房小站（福田分店）	20160828614	卢雨玲	深圳	685	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-28 20:51:51
私房小站（天河分店）	20160828592	荆丰朵	广州	996	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-28 22:11:23
私房小站（福田分店）	20160830661	陈宇	深圳	812	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-30 20:05:13
私房小站（天河分店）	20160831551	张小雨	广州	1101	百里香奶油烤红酒牛肉	178	1	70.0	牛肉类	香甜	2016-08-31 19:17:15
私房小站（福田分店）	20160801462	孙新潇	深圳	431	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-01 18:46:24
私房小站（福田分店）	20160801448	苗秋兰	深圳	609	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-01 21:50:59
私房小站（盐田分店）	20160803432	李归呈	深圳	269	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-03 12:57:10
私房小站（天河分店）	20160803670	王祥业	广州	580	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-03 17:18:18
私房小站（珠海分店）	20160803749	冯颖	珠海	718	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-03 19:50:09
私房小站（盐田分店）	20160803619	周钰彤	深圳	720	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-03 21:02:16
私房小站（番禺分店）	20160804383	黄哲	广州	705	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-04 12:24:14
私房小站（珠海分店）	20160804669	沈磊	珠海	1006	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-04 21:14:46
私房小站（番禺分店）	20160805831	陈宇	广州	507	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-05 12:37:33
私房小站（天河分店）	20160805779	木欣桐	广州	735	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-05 19:26:35
私房小站（罗湖分店）	20160805502	荆哲	深圳	473	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-05 21:00:52
私房小站（盐田分店）	20160806824	柴淼垒	深圳	495	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-06 11:43:46
私房小站（越秀分店）	20160806894	冯晓婷	广州	345	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-06 11:25:24
私房小站（罗湖分店）	20160806848	夏晴	深圳	458	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-06 13:44:57
私房小站（越秀分店）	20160806447	柴豪逊	广州	642	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-06 17:27:18
私房小站（顺德分店）	20160806500	宁慧凡	佛山	657	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-06 17:36:57
私房小站（番禺分店）	20160806584	刑兴国	广州	1156	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-06 18:03:56
私房小站（番禺分店）	20160806508	崔雨泽	广州	259	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-06 20:40:27
私房小站（罗湖分店）	20160807840	俞亚萍	深圳	624	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-07 11:36:16
私房小站（珠海分店）	20160807836	苗成林	珠海	720	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-07 11:49:56
私房小站（盐田分店）	20160807844	张涵函	深圳	766	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-07 12:22:04
私房小站（越秀分店）	20160807875	李奇芳	广州	716	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-07 13:33:06
私房小站（禅城分店）	20160807881	魏乐	佛山	730	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-07 13:34:28
私房小站（盐田分店）	20160807846	赵月琼	深圳	829	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-07 13:37:34
私房小站（天河分店）	20160807906	高瀚熙	广州	378	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-07 17:50:15
私房小站（番禺分店）	20160808407	高晓婷	广州	747	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-08 13:56:49
私房小站（番禺分店）	20160808469	唐丹丹	广州	397	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-08 18:18:47
私房小站（番禺分店）	20160808512	朱钰	广州	368	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-08 19:18:07
私房小站（番禺分店）	20160808663	丰照民	广州	782	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-08 20:23:25
私房小站（福田分店）	20160808504	周子轩	深圳	699	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-08 21:03:30
私房小站（越秀分店）	20160809751	徐宇皓	广州	407	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-09 17:41:48
私房小站（福田分店）	20160809748	方伟	深圳	441	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-09 18:51:56
私房小站（珠海分店）	20160809537	仲佳豪	珠海	403	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-09 20:34:36
私房小站（禅城分店）	20160810595	沈嘉仪	佛山	416	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-10 17:39:03
私房小站（天河分店）	20160810555	苗远清	广州	912	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-10 17:51:13
私房小站（天河分店）	20160810662	丰佳彤	广州	560	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-10 18:00:43
私房小站（盐田分店）	20160811409	李海峰	深圳	690	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-11 13:05:19
私房小站（番禺分店）	20160812453	易子歆	广州	378	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-12 18:26:42
私房小站（越秀分店）	20160812623	李海峰	广州	510	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-12 19:06:17
私房小站（越秀分店）	20160812765	胡博航	广州	739	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-12 19:43:54
私房小站（福田分店）	20160813424	王潘潘	深圳	394	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-13 11:15:23
私房小站（番禺分店）	20160813897	王芊茹	广州	619	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-13 11:23:14
私房小站（罗湖分店）	20160813887	胡怡然	深圳	786	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-13 11:26:57
私房小站（福田分店）	20160813849	宁晨浩	深圳	614	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-13 11:39:25
私房小站（天河分店）	20160813886	蒲澜恺	广州	298	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-13 13:07:01
私房小站（天河分店）	20160813891	冯颖	广州	715	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-13 13:43:13
私房小站（番禺分店）	20160813509	陈雨欣	广州	481	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-13 21:47:38
私房小站（天河分店）	20160814847	牛永立	广州	745	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-14 12:33:57
私房小站（天河分店）	20160814723	蓝振国	广州	602	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-14 17:11:10
私房小站（天河分店）	20160814701	王芊茹	广州	431	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-14 21:47:52
私房小站（珠海分店）	20160815648	陈力	珠海	807	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-15 18:37:25
私房小站（盐田分店）	20160815698	余佳欣	深圳	720	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-15 19:03:55
私房小站（福田分店）	20160815497	沈立国	深圳	781	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-15 19:43:04
私房小站（福田分店）	20160815766	艾文茜	深圳	702	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-15 21:39:44
私房小站（番禺分店）	20160815689	屈贤	广州	353	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-15 21:55:09
私房小站（天河分店）	20160816728	王树朋	广州	823	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-16 17:17:09
私房小站（罗湖分店）	20160816758	孙尹萱	深圳	770	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-16 21:04:52
私房小站（福田分店）	20160817401	牛常乐	深圳	172	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-17 13:35:50
私房小站（福田分店）	20160817513	张大鹏	深圳	784	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-17 18:35:05
私房小站（福田分店）	20160817597	莫欢	深圳	293	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-17 19:34:59
私房小站（罗湖分店）	20160818426	方皓文	深圳	1053	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-18 13:19:56
私房小站（福田分店）	20160818506	陆宇弛	深圳	397	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-18 17:30:15
私房小站（盐田分店）	20160818514	张娜	深圳	728	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-18 19:52:47
私房小站（越秀分店）	20160818445	关凯月	广州	735	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-18 20:57:38
私房小站（番禺分店）	20160819560	董兴	广州	617	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-19 21:02:25
私房小站（番禺分店）	20160819621	王柯萌	广州	752	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-19 21:16:24
私房小站（禅城分店）	20160819746	王芊茹	佛山	843	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-19 21:34:10
私房小站（番禺分店）	20160820900	孙翌皓	广州	632	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-20 11:28:42
私房小站（越秀分店）	20160820851	莫子建	广州	301	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-20 11:16:16
私房小站（福田分店）	20160820896	蒲冰函	深圳	744	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-20 11:53:37
私房小站（番禺分店）	20160820876	胡木亮	广州	445	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-20 12:23:50
私房小站（盐田分店）	20160820793	张小雨	深圳	887	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-20 12:15:25
私房小站（番禺分店）	20160820873	刑欣悦	广州	704	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-20 12:36:06
私房小站（越秀分店）	20160820833	牛雨萱	广州	823	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-20 13:51:03
私房小站（福田分店）	20160820629	孙廷阳	深圳	349	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-20 18:13:23
私房小站（天河分店）	20160821815	包家铭	广州	707	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-21 11:35:49
私房小站（罗湖分店）	20160821879	胡歆雨	深圳	955	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-21 11:33:41
私房小站（天河分店）	20160821792	高培淇	广州	353	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-21 13:21:48
私房小站（顺德分店）	20160821884	覃金桂	佛山	800	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-21 14:03:17
私房小站（越秀分店）	20160821437	袁祯启	广州	638	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-21 19:41:35
私房小站（天河分店）	20160822388	吕欣然	广州	505	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-22 13:30:39
私房小站（罗湖分店）	20160822559	荆丰朵	深圳	562	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-22 17:41:57
私房小站（越秀分店）	20160823572	黄文轩	广州	612	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-23 17:04:50
私房小站（天河分店）	20160823730	余思言	广州	577	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-23 18:36:55
私房小站（盐田分店）	20160823563	王静	深圳	585	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-23 19:33:58
私房小站（天河分店）	20160823702	刘乐瑶	广州	711	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-23 19:51:23
私房小站（罗湖分店）	20160824674	王静宇	深圳	178	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-24 19:12:18
私房小站（天河分店）	20160824501	艾小金	广州	504	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-24 19:15:25
私房小站（天河分店）	20160824753	黄青芸	广州	164	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-24 20:18:20
私房小站（越秀分店）	20160824604	黄哲	广州	690	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-24 21:02:34
私房小站（番禺分店）	20160825385	赵倩	广州	1253	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-25 11:04:06
私房小站（番禺分店）	20160825345	张建涛	广州	456	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-25 11:40:11
私房小站（天河分店）	20160825518	艾文茜	广州	594	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-25 20:05:05
私房小站（禅城分店）	20160825523	张小雨	佛山	351	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-25 20:52:17
私房小站（天河分店）	20160826403	李海峰	广州	451	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-26 11:36:36
私房小站（天河分店）	20160826747	陈力	广州	795	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-26 19:50:15
私房小站（番禺分店）	20160827838	余佳欣	广州	550	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-27 11:16:23
私房小站（罗湖分店）	20160827821	张小雨	深圳	770	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-27 13:11:51
私房小站（顺德分店）	20160827835	龚倩	佛山	499	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-27 13:48:21
私房小站（福田分店）	20160827819	周钰彤	深圳	796	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-27 13:46:50
私房小站（福田分店）	20160827465	卢锦曦	深圳	1010	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-27 17:17:22
私房小站（珠海分店）	20160827589	唐轩	珠海	551	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-27 19:38:13
私房小站（番禺分店）	20160828890	卢俊恒	广州	743	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-28 11:34:47
私房小站（番禺分店）	20160828889	赵倩	广州	800	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-28 12:04:21
私房小站（越秀分店）	20160828558	文立平	广州	656	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-28 18:53:27
私房小站（越秀分店）	20160828700	魏巍	广州	341	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-28 19:11:55
私房小站（越秀分店）	20160828444	陶永潮	广州	837	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-28 20:44:41
私房小站（福田分店）	20160829657	黄曼玉	深圳	718	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-29 19:09:09
私房小站（天河分店）	20160830603	关凯月	广州	459	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-30 19:34:11
私房小站（福田分店）	20160830777	赵倩	深圳	824	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-30 21:52:09
私房小站（天河分店）	20160831395	叶潇逸	广州	617	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-31 12:52:23
私房小站（越秀分店）	20160831695	陈宇	广州	810	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-31 20:28:27
私房小站（罗湖分店）	20160831570	唐雅嘉	深圳	589	自制猪肉脯	48	1	29.0	猪肉类	香甜	2016-08-31 21:30:27
私房小站（福田分店）	20160801462	孙新潇	深圳	431	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-01 18:48:06
私房小站（福田分店）	20160804547	卢子翰	深圳	501	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-04 17:55:56
私房小站（顺德分店）	20160804593	徐珂	佛山	813	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-04 18:42:31
私房小站（罗湖分店）	20160805575	李围围	深圳	908	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-05 18:53:40
私房小站（番禺分店）	20160806584	刑兴国	广州	1156	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-06 18:03:41
私房小站（顺德分店）	20160807394	赵英	佛山	1011	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-07 11:18:09
私房小站（天河分店）	20160807812	朱钰	广州	720	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-07 12:15:48
私房小站（天河分店）	20160807906	高瀚熙	广州	378	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-07 17:46:03
私房小站（番禺分店）	20160808430	范妮	广州	405	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-08 12:29:17
私房小站（禅城分店）	20160809635	赵烜熙	佛山	255	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-09 18:03:23
私房小站（罗湖分店）	20160809772	唐轩	深圳	129	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-09 21:25:28
私房小站（天河分店）	20160810536	蓝振国	广州	684	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-10 20:13:24
私房小站（番禺分店）	20160813897	王芊茹	广州	619	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-13 11:29:19
私房小站（福田分店）	20160813308	胡晨曦	深圳	425	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-13 13:13:30
私房小站（越秀分店）	20160813308	张倩雪	广州	749	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-13 13:13:30
私房小站（番禺分店）	20160815646	高嘉涵	广州	307	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-15 20:46:59
私房小站（禅城分店）	20160815743	屈贤	佛山	1214	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-15 21:21:57
私房小站（番禺分店）	20160816542	习英涵	广州	281	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-16 17:33:13
私房小站（福田分店）	20160816535	徐若晴	深圳	128	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-16 18:30:42
私房小站（罗湖分店）	20160817632	苗雨谷	深圳	140	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-17 20:30:39
私房小站（盐田分店）	20160819605	范鸾杉	深圳	843	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-19 20:05:39
私房小站（天河分店）	20160819490	卓小楚	广州	703	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-19 20:14:46
私房小站（番禺分店）	20160819526	李俊	广州	380	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-19 20:54:26
私房小站（福田分店）	20160820895	张建涛	深圳	585	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-20 12:20:38
私房小站（天河分店）	20160820859	陶宁	广州	300	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-20 12:31:47
私房小站（番禺分店）	20160821431	高泓翔	广州	1031	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-21 11:25:48
私房小站（越秀分店）	20160821212	任玉莹	广州	189	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-21 12:28:27
私房小站（福田分店）	20160824276	陶永潮	深圳	175	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-24 11:20:23
私房小站（番禺分店）	20160824167	郭仁泽	广州	369	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-24 13:52:42
私房小站（福田分店）	20160824519	吴秋雨	深圳	543	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-24 19:20:29
私房小站（越秀分店）	20160825679	张记宝	广州	1064	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-25 17:08:07
私房小站（盐田分店）	20160826659	黄文轩	深圳	515	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-26 17:58:22
私房小站（天河分店）	20160827496	卢雨玲	广州	821	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-27 17:06:46
私房小站（番禺分店）	20160828883	于靖	广州	670	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-28 13:19:24
私房小站（天河分店）	20160830636	王静宇	广州	349	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-30 21:09:08
私房小站（天河分店）	20160831721	夏雪	广州	624	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-31 18:38:07
私房小站（天河分店）	20160831551	张小雨	广州	1101	清炒菊花菜	30	1	9.0	花菜类	蒜香	2016-08-31 19:18:08
私房小站（福田分店）	20160801462	孙新潇	深圳	431	宝宝版牛肉肠粉	15	1	10.0	肠粉类	咸鲜	2016-08-01 18:48:15
私房小站（天河分店）	20160803776	胡誉文	广州	760	宝宝版牛肉肠粉	15	1	10.0	肠粉类	咸鲜	2016-08-03 17:46:25
私房小站（福田分店）	20160803773	李思轩	深圳	395	宝宝版牛肉肠粉	15	1	10.0	肠粉类	咸鲜	2016-08-03 20:50:42
私房小站（番禺分店）	20160805652	申鹭达	广州	346	宝宝版牛肉肠粉	15	1	10.0	肠粉类	咸鲜	2016-08-05 18:59:35
私房小站（天河分店）	20160810314	于靖	广州	694	宝宝版牛肉肠粉	15	1	10.0	肠粉类	咸鲜	2016-08-10 12:02:59
私房小站（番禺分店）	20160812510	崔浩晖	广州	169	宝宝版牛肉肠粉	15	1	10.0	肠粉类	咸鲜	2016-08-12 19:22:37
私房小站（越秀分店）	20160818442	王诗妙	广州	630	宝宝版牛肉肠粉	15	1	10.0	肠粉类	咸鲜	2016-08-18 18:07:10
私房小站（福田分店）	20160801462	孙新潇	深圳	431	南瓜芝士包	10	1	5.0	面包类	甜	2016-08-01 18:48:19
私房小站（福田分店）	20160801467	赵英	深圳	615	南瓜芝士包	10	1	5.0	面包类	甜	2016-08-01 19:42:25
私房小站（福田分店）	20160803773	李思轩	深圳	395	南瓜芝士包	10	1	5.0	面包类	甜	2016-08-03 20:53:40
私房小站（番禺分店）	20160804383	黄哲	广州	705	南瓜芝士包	10	1	5.0	面包类	甜	2016-08-04 12:15:21
私房小站（番禺分店）	20160805831	陈宇	广州	507	南瓜芝士包	10	1	5.0	面包类	甜	2016-08-05 12:47:50
私房小站（越秀分店）	20160806677	赵晟玉	广州	183	南瓜芝士包	10	1	5.0	面包类	甜	2016-08-06 20:52:25
私房小站（罗湖分店）	20160810460	袁诗棋	深圳	627	南瓜芝士包	10	1	5.0	面包类	甜	2016-08-10 17:39:41
私房小站（顺德分店）	20160810441	蔡昊霖	佛山	265	南瓜芝士包	10	1	5.0	面包类	甜	2016-08-10 19:49:48
私房小站（盐田分店）	20160811409	李海峰	深圳	690	南瓜芝士包	10	1	5.0	面包类	甜	2016-08-11 13:05:44
私房小站（番禺分店）	20160812510	崔浩晖	广州	169	南瓜芝士包	10	1	5.0	面包类	甜	2016-08-12 19:09:44
